Time, fixType, gnssFixOk, headVehValid, invalid_llh, Lat, Lon, SIV, groundSpeed, headingMotion, headingVehicle, distanceBetween, targetHeading, currentHeading, headingError, gpsError, averageGPSError
3/29/2025 22:22:3, 3, 1, 0, 0, 334926720, -820054332, 31, 574, 26906404, 0, 6.84, 266.36, 268.53, -0.01, -0.54, 13.53
3/29/2025 22:22:4, 3, 1, 0, 0, 334926720, -820054395, 31, 583, 26963778, 0, 6.26, 266.03, 273.51, -0.04, 3.87, 8.74
3/29/2025 22:22:5, 3, 1, 0, 0, 334926721, -820054452, 31, 507, 27302482, 0, 5.73, 265.55, 267.13, -0.01, -5.89, 8.74
3/29/2025 22:22:6, 3, 1, 0, 0, 334926718, -820054510, 31, 553, 26273254, 0, 5.19, 265.45, 266.19, -0.00, 3.46, 8.74
3/29/2025 22:22:7, 3, 1, 0, 0, 334926712, -820054570, 31, 568, 26336892, 0, 4.63, 265.73, 266.38, -0.00, 3.01, 8.74
3/29/2025 22:22:8, 3, 1, 0, 0, 334926707, -820054632, 31, 585, 26476338, 0, 4.05, 265.91, 266.82, -0.01, 2.06, 8.74
3/29/2025 22:22:9, 3, 1, 0, 0, 334926752, -820054725, 31, 591, 26524680, 0, 3.28, 256.06, 267.19, -0.06, 1.95, 8.74
3/29/2025 22:22:10, 3, 1, 0, 0, 334926768, -820054810, 31, 530, 26908310, 0, 2.58, 247.98, 259.38, -0.06, -9.70, 8.74
3/29/2025 22:22:11, 3, 1, 0, 0, 334926771, -820054879, 31, 482, 26021336, 0, 2.02, 240.27, 248.94, -0.05, -11.27, 8.74
3/29/2025 22:22:12, 3, 1, 0, 0, 334926749, -820054925, 31, 451, 25116608, 0, 1.53, 240.31, 240.38, -0.00, -10.78, 8.74
3/29/2025 22:22:13, 3, 1, 0, 0, 334926730, -820054980, 31, 439, 24032710, 0, 9.81, 238.78, 241.03, -0.01, 0.70, 6.16
3/29/2025 22:22:14, 3, 1, 0, 0, 334926706, -820055014, 31, 368, 23964886, 0, 9.40, 239.17, 240.47, -0.01, 0.82, 6.16
3/29/2025 22:22:15, 3, 1, 0, 0, 334926679, -820055057, 31, 505, 24110308, 0, 8.90, 239.52, 240.53, -0.01, -0.57, 6.16
3/29/2025 22:22:16, 3, 1, 0, 0, 334926651, -820055106, 31, 554, 24200204, 0, 8.35, 239.78, 240.53, -0.00, -1.47, 6.16
3/29/2025 22:22:17, 3, 1, 0, 0, 334926623, -820055158, 31, 594, 24470412, 0, 7.78, 239.97, 240.53, -0.00, -4.18, 6.16
3/29/2025 22:22:18, 3, 1, 0, 0, 334926599, -820055211, 30, 593, 24605418, 0, 7.22, 239.85, 240.53, -0.00, -5.53, 6.16
3/29/2025 22:22:19, 3, 1, 0, 0, 334926576, -820055266, 30, 607, 24719902, 0, 6.65, 239.55, 240.53, -0.01, -6.67, 6.16
3/29/2025 22:22:20, 3, 1, 0, 0, 334926554, -820055322, 30, 609, 24900024, 0, 6.08, 239.06, 240.53, -0.01, -8.47, 6.16
3/29/2025 22:22:21, 3, 1, 0, 0, 334926533, -820055379, 30, 609, 25013070, 0, 5.51, 238.31, 240.53, -0.01, -9.60, 6.16
3/29/2025 22:22:22, 3, 1, 0, 0, 334926512, -820055436, 30, 611, 25144192, 0, 4.93, 237.39, 240.53, -0.02, -10.91, 6.16
3/29/2025 22:22:23, 3, 1, 0, 0, 334926493, -820055490, 30, 618, 25267522, 0, 4.40, 236.20, 245.12, -0.05, -7.56, 1.57
3/29/2025 22:22:24, 3, 1, 0, 0, 334926477, -820055545, 30, 563, 25613328, 0, 3.88, 234.19, 237.43, -0.02, -18.70, 1.57
3/29/2025 22:22:25, 3, 1, 0, 0, 334926457, -820055594, 30, 537, 24599714, 0, 3.38, 232.74, 234.93, -0.01, -11.07, 1.57
3/29/2025 22:22:26, 3, 1, 0, 0, 334926434, -820055646, 30, 576, 24504030, 0, 2.84, 230.95, 234.55, -0.02, -10.49, 1.57
3/29/2025 22:22:27, 3, 1, 0, 0, 334926411, -820055699, 30, 556, 24708912, 0, 2.30, 228.19, 232.49, -0.02, -14.60, 1.57
3/29/2025 22:22:28, 3, 1, 0, 0, 334926390, -820055751, 30, 551, 24656186, 0, 1.79, 223.47, 229.18, -0.03, -17.38, 1.57
3/29/2025 22:22:29, 3, 1, 0, 0, 334926367, -820055803, 30, 546, 24421154, 0, 9.76, 194.14, 237.04, -0.24, -7.17, -11.73
3/29/2025 22:22:29, 3, 1, 0, 0, 334926367, -820055803, 30, 546, 24421154, 0, 9.76, 194.14, 197.60, -0.02, -46.61, -11.73
3/29/2025 22:22:33, 3, 1, 0, 0, 334926283, -820055921, 30, 342, 21277272, 0, 8.63, 188.59, 189.98, -0.01, -22.79, -11.73
3/29/2025 22:22:34, 3, 1, 0, 0, 334926246, -820055936, 30, 492, 19964726, 0, 8.20, 188.06, 188.79, -0.00, -10.86, -11.73
